file,class,type,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
src/main/java/libcore/util/MutableChar.java,libcore.util.MutableChar,class,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,17
src/main/java/libcore/util/ResponseSource.java,libcore.util.ResponseSource,enum,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,1
src/main/java/libcore/util/MutableLong.java,libcore.util.MutableLong,class,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,17
src/main/java/libcore/util/Libcore.java,libcore.util.Libcore$JettyNpnProvider,subclass,8,51,2,21,85,19,13,17,2,0,0,0,0,0,12,9,0,9,0,3,0,0,3,215,14,1,3,6,17,15,23,28,10,19,3,0,1,0,150,27
src/main/java/libcore/util/SneakyThrow.java,libcore.util.SneakyThrow,class,2,3,1,1,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,17
src/main/java/libcore/util/EmptyArray.java,libcore.util.EmptyArray,class,5,1,1,0,0,1,0,0,1,0,0,0,0,0,10,10,10,0,0,0,10,0,0,15,0,0,0,0,0,0,10,10,0,10,0,0,0,0,23,17
src/main/java/libcore/util/MutableByte.java,libcore.util.MutableByte,class,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,17
src/main/java/libcore/net/MimeUtils.java,libcore.net.MimeUtils,class,1,26,1,14,16,8,7,4,4,0,0,0,0,0,2,2,0,2,0,0,2,0,313,418,12,1,10,4,0,620,4,9,1,9,3,0,0,0,140,17
src/main/java/libcore/net/spdy/SpdyReader.java,libcore.net.spdy.SpdyReader,class,6,27,3,26,3,13,0,5,7,0,1,0,0,0,15,3,12,3,0,0,5,0,6,177,12,1,5,3,5,18,23,40,7,33,4,4,-2,0,135,14
src/main/java/libcore/net/spdy/Threads.java,libcore.net.spdy.Threads$Anonymous1,anonymous,1,3,2,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,2,-1,0,7,15
src/main/java/libcore/net/spdy/IncomingStreamHandler.java,libcore.net.spdy.IncomingStreamHandler$Anonymous1,anonymous,3,2,2,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,1,0,1,-1,2,-1,0,47,0
src/main/java/libcore/net/spdy/SpdyWriter.java,libcore.net.spdy.SpdyWriter,class,2,7,1,12,0,6,0,4,1,0,1,0,0,0,9,0,6,2,0,1,3,0,0,72,0,1,0,0,9,1,39,14,12,20,1,0,0,0,53,16
src/main/java/libcore/net/spdy/SpdyStream.java,libcore.net.spdy.SpdyStream$SpdyDataOutputStream,subclass,13,61,7,26,40,25,0,17,3,0,5,0,0,7,24,8,7,17,0,0,15,0,15,485,16,3,23,1,8,9,46,58,16,32,7,0,2,0,304,53
src/main/java/libcore/net/spdy/SpdyConnection.java,libcore.net.spdy.SpdyConnection,class,18,42,5,30,18,20,0,12,3,0,5,0,0,6,24,13,1,10,0,13,18,0,3,314,13,1,4,3,3,5,24,48,2,35,5,4,0,0,201,26
