file,class,type,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$RecordingHostnameVerifier,subclass,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,1,0,1,1,1,0,0,0,0,11,10
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest,class,18,200,3,154,2538,136,2,109,25,2,0,0,0,0,6,3,0,6,0,0,3,0,131,1559,6,7,17,35,1,663,118,193,19,188,2,3,3,0,505,17
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$TransferKind$Anonymous6,anonymous,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$TransferKind$Anonymous5,anonymous,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$TransferKind$Anonymous7,anonymous,2,3,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,1,0,1,2,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$Anonymous3$Anonymous4,anonymous,0,2,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$ProxyConfig,enum,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,-1,5,-1,0,0,0
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$Anonymous3,anonymous,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$Anonymous2,anonymous,0,2,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$Anonymous1,anonymous,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$RecordingAuthenticator,subclass,0,1,2,9,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,8,0,1,1,1,0,0,0,0,26,10
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$StreamingMode,enum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$WriteKind,enum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$ProxyConfig$Anonymous12,anonymous,3,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,0,0,0,3,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$ProxyConfig$Anonymous11,anonymous,3,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,0,0,0,3,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$TransferKind,enum,3,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,3,-1,0,0,0
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$ProxyConfig$Anonymous9,anonymous,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$ProxyConfig$Anonymous10,anonymous,3,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,0,0,0,3,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$ProxyConfig$Anonymous8,anonymous,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1
/home/jovyan/work/toolkit/../dataSets/okhttpStudy/okhttp/src/test/java/libcore/net/http/URLConnectionTest.java,libcore.net.http.URLConnectionTest$RecordingTrustManager,subclass,1,5,1,5,0,4,0,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21,2,1,0,0,0,6,0,2,3,2,1,0,0,0,22,10
